467,2.41,0.62,W28
468,2.41,0.61,W28
469,2.47,0.61,W28
470,2.43,0.61,W28
471,2.34,0.64,W28
472,2.27,0.64,W28
473,2.10,0.63,W28
474,2.10,0.63,W28
475,2.61,0.56,W29
476,2.32,0.56,W29
477,2.35,0.60,W29
478,2.36,0.59,W29
479,2.07,0.59,W29
480,2.07,0.59,W29
481,2.07,0.59,W29
482,2.09,0.59,W29
483,1.96,0.53,W30
484,1.91,0.57,W30
485,1.80,0.57,W30
486,1.78,0.57,W30
487,1.82,0.56,W30
488,1.81,0.56,W30
489,1.77,0.55,W30
490,1.75,0.55,W30
491,2.16,0.54,W31
492,2.17,0.54,W31
493,2.02,0.58,W31
494,1.95,0.58,W31
495,1.98,0.56,W31
496,2.01,0.56,W31
497,2.01,0.55,W31
498,1.97,0.55,W31
499,2.18,0.62,W32
500,2.11,0.62,W32
501,1.95,0.61,W32
502,1.90,0.61,W32
503,1.95,0.60,W32
504,1.85,0.60,W32
505,1.92,0.59,W32
