196,5.4,19.4,Healthy
197,4.4,18.8,Healthy
198,3.4,18.5,Healthy
199,5.0,18.6,Healthy
200,5.2,18.3,Healthy
201,6.2,18.7,Healthy
202,6.1,17.7,Healthy
203,6.3,23.4,Healthy
204,6.1,19.7,Healthy
205,6.2,18.7,Healthy
206,8.6,18.1,Healthy
207,8.3,20.0,Healthy
208,5.9,19.7,Healthy
209,6.6,18.2,Healthy
210,6.6,17.7,Healthy
211,8.2,20.9,Healthy
212,7.9,21.7,Healthy
213,7.1,19.0,Healthy
214,9.1,19.3,Healthy
215,7.0,19.1,Healthy
216,8.1,23.7,Healthy
217,9.3,19.4,Healthy
218,9.5,18.9,Healthy
219,8.6,19.8,Healthy
220,11.4,21.4,Healthy
221,9.1,27.1,Healthy
222,7.7,29.3,Healthy
223,7.9,26.7,Healthy
224,7.5,22.3,Healthy
225,8.8,24.0,Healthy
226,8.3,20.1,Healthy
227,9.7,18.9,Healthy
228,12.5,18.7,Healthy
229,10.8,22.2,Healthy
230,7.4,18.5,Healthy
231,10.4,17.9,Healthy
232,7.5,17.9,Healthy
233,11.4,21.4,Healthy
234,8.3,18.9,Healthy
