274,18.3,28.6,W3
275,18.3,27.1,W4
276,18.0,27.6,W4
277,16.2,26.7,W4
278,16.3,26.3,W4
279,18.0,26.8,W4
280,17.9,26.7,W4
281,16.4,26.4,W4
282,15.6,26.3,W4
283,24.5,35.7,W5
284,24.0,34.8,W5
285,22.2,32.9,W5
286,21.7,32.4,W5
287,20.9,31.4,W5
288,20.3,31.2,W5
289,19.1,31.1,W5
290,18.8,31.0,W5
291,20.4,35.2,W6
292,20.4,35.8,W6
293,20.5,36.3,W6
294,20.1,35.9,W6
295,20.1,35.3,W6
296,19.8,36.6,W6
297,19.4,35.6,W6
298,19.6,37.4,W6
299,26.2,43.8,W7
300,26.5,43.0,W7
301,24.8,41.6,W7
302,22.2,41.9,W7
303,24.2,43.5,W7
304,22.5,43.5,W7
305,22.8,44.0,W7
306,22.9,44.3,W7
307,46.8,59.9,W8
308,48.1,59.7,W8
309,43.1,57.3,W8
310,45.9,57.0,W8
311,45.5,55.3,W8
312,46.4,54.5,W8
