391,455.0,271.0,W18
392,475.0,269.0,W18
393,470.0,265.0,W18
394,456.0,266.0,W18
395,525.0,258.0,W19
396,483.0,251.0,W19
397,413.0,252.0,W19
398,444.0,251.0,W19
399,446.0,246.0,W19
400,436.0,247.0,W19
401,473.0,247.0,W19
402,475.0,250.0,W19
403,550.0,302.0,W20
404,513.0,301.0,W20
405,606.0,297.0,W20
406,630.0,298.0,W20
407,668.0,301.0,W20
408,685.0,302.0,W20
409,627.0,307.0,W20
410,607.0,305.0,W20
411,594.0,309.0,W21
412,584.0,309.0,W21
413,583.0,290.0,W21
414,579.0,294.0,W21
415,609.0,296.0,W21
416,630.0,297.0,W21
417,639.0,308.0,W21
418,672.0,306.0,W21
419,568.0,305.0,W22
420,606.0,295.0,W22
421,550.0,295.0,W22
422,578.0,296.0,W22
423,535.0,292.0,W22
424,593.0,295.0,W22
425,575.0,292.0,W22
426,616.0,290.0,W22
427,359.0,341.0,W23
428,390.0,340.0,W23
429,358.0,324.0,W23
