389,202305021328,202305021428,W18
390,202305021329,202305021429,W18
391,202305021335,202305021434,W18
392,202305021336,202305021435,W18
393,202305021342,202305021441,W18
394,202305021343,202305021442,W18
395,202305031351,202305031456,W19
396,202305031352,202305031504,W19
397,202305031401,202305031505,W19
398,202305031402,202305031506,W19
399,202305031409,202305031511,W19
400,202305031410,202305031512,W19
401,202305031416,202305031517,W19
402,202305031417,202305031518,W19
403,202305071129,202305071230,W20
404,202305071130,202305071231,W20
405,202305071142,202305071238,W20
406,202305071143,202305071239,W20
407,202305071152,202305071245,W20
408,202305071153,202305071246,W20
409,202305071158,202305071304,W20
410,202305071159,202305071305,W20
411,202305071650,202305071748,W21
412,202305071651,202305071749,W21
413,202305071658,202305071756,W21
414,202305071700,202305071757,W21
415,202305071707,202305071803,W21
416,202305071708,202305071804,W21
417,202305071714,202305071809,W21
418,202305071715,202305071810,W21
419,202305101851,202305140943,W22
420,202305101852,202305140953,W22
421,202305101902,202305140955,W22
422,202305101904,202305140956,W22
423,202305101910,202305141002,W22
424,202305101911,202305141004,W22
425,202305101917,202305141009,W22
426,202305101918,202305141010,W22
427,202305141639,202305141754,W23
