37,202302131507,202302131728,Healthy
38,202302131508,202302131729,Healthy
39,202302131509,202302131730,Healthy
40,202302131510,202302131737,Healthy
41,202302131520,202302131738,Healthy
42,202302131521,202302131739,Healthy
43,202302131522,202302131740,Healthy
44,202302131523,202302131741,Healthy
45,202302131525,202302131743,Healthy
46,202302131527,202302131744,Healthy
47,202302131528,202302131745,Healthy
48,202302131537,202302131746,Healthy
49,202302131538,202302131754,Healthy
50,202302131539,202302131755,Healthy
51,202302131540,202302131756,Healthy
52,202302131541,202302131757,Healthy
53,202302131542,202302131758,Healthy
54,202302131544,202302131759,Healthy
55,202302131545,202302131801,Healthy
56,202302131546,202302131802,Healthy
57,202302151433,202302151547,Healthy
58,202302151434,202302151549,Healthy
59,202302151435,202302151550,Healthy
60,202302151436,202302151551,Healthy
61,202302151437,202302151552,Healthy
62,202302151438,202302151553,Healthy
63,202302151439,202302151554,Healthy
64,202302151441,202302151613,Healthy
65,202302151501,202302151614,Healthy
66,202302151502,202302151615,Healthy
67,202302151503,202302151616,Healthy
68,202302151504,202302151618,Healthy
69,202302151505,202302151619,Healthy
70,202302151506,202302151620,Healthy
71,202302151508,202302151621,Healthy
72,202302151509,202302151622,Healthy
73,202302151516,202302151630,Healthy
74,202302151517,202302151631,Healthy
75,202302151518,202302151632,Healthy
76,202302151519,202302151633,Healthy
