350,202304231237,202304231330,W13
351,202304231243,202304231336,W13
352,202304231244,202304231337,W13
353,202304231249,202304231342,W13
354,202304231250,202304231343,W13
355,202304231715,202304231807,W14
356,202304231716,202304231808,W14
357,202304231724,202304231815,W14
358,202304231725,202304231816,W14
359,202304231730,202304231821,W14
360,202304231731,202304231822,W14
361,202304231737,202304231827,W14
362,202304231738,202304231828,W14
363,202304232100,202304232150,W15
364,202304232101,202304232151,W15
365,202304232108,202304232156,W15
366,202304232109,202304232158,W15
367,202304232115,202304232203,W15
368,202304232116,202304232204,W15
369,202304232121,202304232208,W15
370,202304232122,202304232209,W15
371,202305011224,202305011320,W16
372,202305011225,202305011321,W16
373,202305011234,202305011328,W16
374,202305011235,202305011329,W16
375,202305011241,202305011335,W16
376,202305011242,202305011336,W16
377,202305011248,202305011341,W16
378,202305011249,202305011342,W16
379,202305012001,202305012051,W17
380,202305012002,202305012052,W17
381,202305012009,202305012058,W17
382,202305012010,202305012059,W17
383,202305012015,202305012104,W17
384,202305012016,202305012105,W17
385,202305012022,202305012111,W17
386,202305012023,202305012112,W17
387,202305021319,202305021420,W18
388,202305021320,202305021421,W18
