118,18.4,10.8,Healthy
119,16.8,10.8,Healthy
120,16.1,16.0,Healthy
121,12.7,14.5,Healthy
122,13.3,13.9,Healthy
123,13.3,13.3,Healthy
124,12.8,13.4,Healthy
125,12.7,13.2,Healthy
126,13.0,13.2,Healthy
127,13.5,13.1,Healthy
128,12.6,18.4,Healthy
129,12.4,16.9,Healthy
130,13.2,15.2,Healthy
131,12.3,14.4,Healthy
132,12.4,13.5,Healthy
133,13.1,13.3,Healthy
134,12.1,13.7,Healthy
135,11.4,13.8,Healthy
136,11.7,13.6,Healthy
137,13.3,17.6,Healthy
138,12.9,17.0,Healthy
139,12.8,18.1,Healthy
140,12.5,18.4,Healthy
141,11.8,18.9,Healthy
142,11.7,18.4,Healthy
143,12.0,17.4,Healthy
144,15.9,17.5,Healthy
145,13.7,20.2,Healthy
146,12.8,19.2,Healthy
147,12.5,20.7,Healthy
148,13.2,21.0,Healthy
149,12.4,20.9,Healthy
150,11.6,21.5,Healthy
151,11.0,21.1,Healthy
152,11.2,20.5,Healthy
153,14.4,19.7,Healthy
154,13.5,18.7,Healthy
155,12.0,20.2,Healthy
156,10.7,20.3,Healthy
