313,43.0,55.6,W8
314,48.3,55.0,W8
315,71.7,64.7,W9
316,76.7,62.0,W9
317,87.8,62.7,W9
318,88.8,62.5,W9
319,88.0,63.2,W9
320,90.7,61.7,W9
321,84.2,64.3,W9
322,82.4,63.5,W9
323,145.0,60.7,W10
324,146.0,59.9,W10
325,149.0,59.4,W10
326,160.0,59.5,W10
327,146.0,61.4,W10
328,159.0,60.6,W10
329,153.0,60.4,W10
330,160.0,60.2,W10
331,214.0,146.0,W11
332,190.0,145.0,W11
333,154.0,132.0,W11
334,210.0,132.0,W11
335,180.0,156.0,W11
336,178.0,161.0,W11
337,341.0,156.0,W11
338,346.0,158.0,W11
339,130.0,87.3,W12
340,326.0,86.2,W12
341,329.0,101.0,W12
342,342.0,99.9,W12
343,306.0,96.7,W12
344,304.0,97.7,W12
345,381.0,94.3,W12
346,386.0,93.8,W12
347,281.0,169.0,W13
348,277.0,167.0,W13
349,391.0,157.0,W13
350,355.0,155.0,W13
351,409.0,167.0,W13
