469,863.0,459.0,W28
470,875.0,457.0,W28
471,877.0,481.0,W28
472,861.0,478.0,W28
473,546.0,450.0,W28
474,558.0,455.0,W28
475,1130.0,395.0,W29
476,1030.0,388.0,W29
477,1010.0,438.0,W29
478,1040.0,422.0,W29
479,884.0,427.0,W29
480,897.0,426.0,W29
481,910.0,420.0,W29
482,947.0,418.0,W29
483,835.0,354.0,W30
484,835.0,405.0,W30
485,742.0,401.0,W30
486,743.0,394.0,W30
487,654.0,388.0,W30
488,683.0,389.0,W30
489,844.0,385.0,W30
490,860.0,388.0,W30
491,852.0,410.0,W31
492,886.0,403.0,W31
493,820.0,454.0,W31
494,878.0,452.0,W31
495,973.0,430.0,W31
496,986.0,425.0,W31
497,992.0,419.0,W31
498,996.0,414.0,W31
499,926.0,439.0,W32
500,884.0,457.0,W32
501,805.0,452.0,W32
502,875.0,446.0,W32
503,899.0,431.0,W32
504,1070.0,430.0,W32
505,1130.0,421.0,W32
506,1310.0,419.0,W32
507,986.0,615.0,W33
