233,0.60,0.11,Healthy
234,0.58,0.11,Healthy
235,0.59,0.11,Healthy
236,0.59,0.11,Healthy
237,0.58,0.11,Healthy
238,0.58,0.11,Healthy
239,0.58,0.11,Healthy
240,0.61,0.11,Healthy
241,0.60,0.11,Healthy
242,0.58,0.11,Healthy
243,0.58,0.11,Healthy
244,0.59,0.11,Healthy
245,0.58,0.11,Healthy
246,0.58,0.11,Healthy
247,0.57,0.12,Healthy
248,0.55,0.11,Healthy
249,0.56,0.11,Healthy
250,0.55,0.11,Healthy
251,0.49,0.11,W1
252,0.51,0.11,W1
253,0.51,0.11,W1
254,0.50,0.11,W1
255,0.51,0.11,W1
256,0.53,0.11,W1
257,0.53,0.10,W1
258,0.52,0.10,W1
259,0.53,0.14,W2
260,0.53,0.14,W2
261,0.54,0.14,W2
262,0.53,0.14,W2
263,0.55,0.14,W2
264,0.53,0.14,W2
265,0.51,0.14,W2
266,0.51,0.14,W2
267,0.51,0.16,W3
268,0.50,0.16,W3
269,0.52,0.15,W3
270,0.51,0.15,W3
271,0.53,0.16,W3
