77,202302151520,202302151635,Healthy
78,202302151522,202302151636,Healthy
79,202302151523,202302151637,Healthy
80,202302151524,202302151638,Healthy
81,202302160928,202302161045,Healthy
82,202302160929,202302161046,Healthy
83,202302160930,202302161047,Healthy
84,202302160931,202302161048,Healthy
85,202302160932,202302161049,Healthy
86,202302160933,202302161051,Healthy
87,202302160934,202302161052,Healthy
88,202302160935,202302161053,Healthy
89,202302160952,202302161117,Healthy
90,202302160953,202302161120,Healthy
91,202302160954,202302161121,Healthy
92,202302160955,202302161122,Healthy
93,202302160956,202302161123,Healthy
94,202302160957,202302161124,Healthy
95,202302160958,202302161125,Healthy
96,202302161000,202302161133,Healthy
97,202302161007,202302161134,Healthy
98,202302161008,202302161136,Healthy
99,202302161010,202302161137,Healthy
100,202302161012,202302161138,Healthy
101,202302161013,202302161139,Healthy
102,202302161014,202302161140,Healthy
103,202302161015,202302161141,Healthy
104,202302161022,202302161143,Healthy
105,202302161023,202302161149,Healthy
106,202302161025,202302161150,Healthy
107,202302161026,202302161151,Healthy
108,202302161027,202302161154,Healthy
109,202302161028,202302161155,Healthy
110,202302161029,202302161156,Healthy
111,202302161030,202302161157,Healthy
112,202302161031,202302161158,Healthy
113,202302231422,202302231540,Healthy
114,202302231424,202302231542,Healthy
115,202302231425,202302231543,Healthy
