506,1.99,0.59,W32
507,2.04,0.72,W33
508,2.06,0.71,W33
509,1.95,0.74,W33
510,1.97,0.73,W33
511,1.86,0.73,W33
512,1.89,0.72,W33
513,1.78,0.71,W33
514,1.83,0.71,W33
515,1.88,0.86,W34
516,1.73,0.86,W34
517,1.74,0.89,W34
518,1.71,0.83,W34
519,1.72,0.83,W34
520,1.71,0.83,W34
521,1.79,0.86,W34
522,1.79,0.86,W34
523,1.55,0.77,W35
524,1.58,0.77,W35
525,1.48,0.75,W35
526,1.48,0.75,W35
527,1.49,0.74,W35
528,1.47,0.75,W35
529,1.45,0.74,W35
530,1.48,0.74,W35
