467,202306011145,202306040953,W28
468,202306011146,202306040958,W28
469,202306011153,202306040959,W28
470,202306011154,202306041000,W28
471,202306011159,202306041006,W28
472,202306011209,202306041007,W28
473,202306040919,202306041011,W28
474,202306040920,202306041012,W28
475,202306041825,202306041916,W29
476,202306041832,202306041917,W29
477,202306041833,202306041922,W29
478,202306041834,202306041928,W29
479,202306041840,202306041929,W29
480,202306041846,202306041930,W29
481,202306041847,202306041935,W29
482,202306041848,202306041936,W29
483,202306071522,202306071615,W30
484,202306071523,202306071620,W30
485,202306071529,202306071621,W30
486,202306071530,202306071622,W30
487,202306071536,202306071627,W30
488,202306071537,202306071628,W30
489,202306071543,202306071633,W30
490,202306071544,202306071634,W30
491,202306081211,202306081301,W31
492,202306081212,202306081303,W31
493,202306081218,202306081308,W31
494,202306081224,202306081309,W31
495,202306081226,202306081314,W31
496,202306081231,202306081315,W31
497,202306081232,202306081320,W31
498,202306081233,202306081321,W31
499,202306091644,202306091741,W32
500,202306091645,202306091745,W32
501,202306091652,202306091746,W32
502,202306091657,202306091748,W32
503,202306091658,202306091752,W32
504,202306091704,202306091753,W32
505,202306091711,202306091758,W32
